LossAfter,train-EnvExecTime,Itr,Time-SampleProc,train-AverageReturn,train-StdReturn,LossBefore,n_timesteps,ItrTime,train-NumTrajs,train-AverageDiscountedReturn,Time-Optimization,Time-Sampling,train-MinReturn,train-PolicyExecTime,train-MaxReturn,Time
-0.012369872,8.718306541442871,21,0.14319944381713867,-22.32242453410634,29.67235397055109,-1.4123263e-05,220000,25.605082035064697,100,-14.37506342193955,1.1363108158111572,24.32429575920105,-112.23581276508409,14.836901664733887,37.496662498967105,563.1734037399292
-0.0151373735,8.721903324127197,22,0.14074373245239258,-22.398604639630683,28.15023126888345,-1.4112401e-05,230000,25.67032766342163,100,-15.10789807777567,1.1589744091033936,24.36989974975586,-123.79228681419332,14.866148233413696,37.21319750310124,588.9120306968689
-0.0134524405,8.677189111709595,23,0.13532018661499023,-22.554467753738162,30.56610403190536,-1.4112965e-05,240000,25.524627685546875,100,-14.745393696397151,1.2020511627197266,24.186482429504395,-100.09313245469471,14.732344388961792,53.362035805535676,614.508727312088
-0.015008705,8.710025548934937,24,0.13212323188781738,-21.86438897889135,31.161243109636924,-1.411975e-05,250000,25.4799165725708,100,-14.295289533570738,1.153679370880127,24.193318128585815,-109.4053150481547,14.713348388671875,50.39467398423994,640.0584990978241
-0.01557737,8.684645175933838,25,0.13031744956970215,-22.328574034598525,28.660003851305138,-1.4094704e-05,260000,25.409908056259155,100,-13.621740566922174,1.1253705024719238,24.153505325317383,-85.05130565668422,14.696730852127075,70.53614423932018,665.5386836528778
-0.012598371,8.73102331161499,26,0.1266641616821289,-23.16675615173023,29.744217417842496,-1.4098243e-05,270000,25.597541093826294,100,-14.929875381955346,1.159888505935669,24.309932231903076,-97.2720142686274,14.809404373168945,47.83341771168582,691.2052686214447
-0.016403373,8.786210536956787,27,0.1457376480102539,-22.388486832582174,26.67650014553193,-1.4104833e-05,280000,25.59176254272461,100,-13.818038819233545,1.1558935642242432,24.28949546813965,-91.99474215015506,14.723038911819458,37.25305600442807,716.867579460144
-0.014338421,8.76280689239502,28,0.16239690780639648,-25.833380900894618,29.7826029788588,-1.4050618e-05,290000,25.50333070755005,100,-16.38148386828281,1.1336522102355957,24.2065749168396,-103.32561873796435,14.66898226737976,40.03747699570648,742.439236164093
-0.0135227805,8.715130090713501,29,0.13724064826965332,-25.525882229272796,27.144236821638703,-1.4028256e-05,300000,25.58279299736023,100,-16.09232582228903,1.1655936241149902,24.279104232788086,-95.33981387344151,14.798325061798096,95.06633664055927,768.0962190628052
-0.013329276,8.751160621643066,30,0.12494921684265137,-16.260762959025598,28.663233267323005,-1.4037009e-05,310000,25.4553382396698,100,-11.189957382888279,1.13261079788208,24.19701647758484,-105.51404581794488,14.67466425895691,41.531530023217876,793.6175963878632
-0.013646264,8.687417984008789,31,0.16097235679626465,-20.454748727769747,32.83262519636488,-1.4018883e-05,320000,25.590958833694458,100,-14.019687474510963,1.1486878395080566,24.28049874305725,-133.22212283288653,14.801553726196289,55.86299796783419,819.2762084007263
-0.0149499085,8.787732362747192,32,0.14029741287231445,-17.691251019750414,27.98057169396302,-1.4017225e-05,330000,25.557742834091187,100,-11.64788335925578,1.1301138401031494,24.286561012268066,-86.61045142280464,14.72020149230957,48.45397042242332,844.9006004333496
-0.015463595,8.738425970077515,33,0.13255023956298828,-19.777700531812215,28.141734269033996,-1.4003973e-05,340000,25.457287311553955,100,-13.217853307987633,1.1408061981201172,24.182838678359985,-109.0815148859582,14.664659023284912,57.44389799768419,870.4283933639526
-0.016147405,8.794956922531128,34,0.16582846641540527,-15.044663625489743,24.311208013092266,-1.3978777e-05,350000,25.82211947441101,100,-9.813656700688469,1.3084328174591064,24.34690523147583,-85.68769043988578,14.763551235198975,66.87943194024199,896.3189435005188
-0.013863787,8.840474605560303,35,0.1314537525177002,-15.823971433840128,26.27413068326923,-1.3954972e-05,360000,26.071737051010132,100,-9.365623652909056,1.1491875648498535,24.790409326553345,-103.8401319226368,15.15514874458313,72.30733017687919,922.4701955318451
-0.0146906795,8.771918773651123,36,0.15349650382995605,-17.443960614728237,30.662562867283217,-1.39608e-05,370000,25.579882383346558,100,-11.614258991778502,1.156242847442627,24.269421339035034,-102.01973027447626,14.731776714324951,66.41829777644233,948.1203935146332
-0.013025605,8.69091248512268,37,0.13511133193969727,-18.57182009551276,32.3774078528289,-1.3922577e-05,380000,25.607325077056885,100,-11.965013887059829,1.1927533149719238,24.278733253479004,-92.77016758826413,14.811203002929688,66.88437907937359,973.7974209785461
-0.014951737,8.755452394485474,38,0.12185049057006836,-14.96406516497187,29.421610525812234,-1.3908675e-05,390000,25.520381689071655,100,-10.498342277417164,1.1445417404174805,24.253252744674683,-89.08346292478693,14.70693588256836,54.74281146014104,999.3916866779327
-0.015385134,8.731665134429932,39,0.12257885932922363,-14.882688879126825,29.610230846418215,-1.3883575e-05,400000,25.458407878875732,100,-10.414111118640012,1.1368470191955566,24.198143005371094,-86.28292131756051,14.688865661621094,52.170318344379425,1024.9206004142761
-0.014615148,8.750158309936523,40,0.14066123962402344,-14.812674231942447,29.099376645153125,-1.3888755e-05,410000,25.594074249267578,100,-10.40900811590618,1.1441097259521484,24.308595657348633,-85.12091754512826,14.773420333862305,63.64184996976412,1050.579728603363
-0.014636473,8.752625465393066,41,0.13616251945495605,-12.985822018236961,30.1119038520626,-1.3864436e-05,420000,25.576358556747437,100,-9.25775988230641,1.158327341079712,24.28121280670166,-77.22128770557856,14.738784074783325,62.10470387413598,1076.2315819263458
-0.015055271,8.690122604370117,42,0.13337087631225586,-16.885873294018257,26.796715482029832,-1.3840455e-05,430000,25.449103832244873,100,-11.106761357584736,1.1104657649993896,24.20456075668335,-82.79273246865526,14.750076055526733,54.88318376008725,1101.751549243927
-0.012552043,8.79569697380066,43,0.1399831771850586,-11.963148050341568,31.813652723133906,-1.38707865e-05,440000,25.403095245361328,100,-7.973559117649208,1.1545095443725586,24.10768175125122,-81.11154848221369,14.535473346710205,66.36940193580892,1127.227754831314
-0.015559841,8.764686584472656,44,0.14199304580688477,-15.634302941320216,31.791461204609124,-1.385305e-05,450000,25.671899795532227,100,-10.863253232776245,1.1543052196502686,24.374851942062378,-131.08346496329543,14.836812257766724,64.98610789408109,1152.964272737503
-0.014959914,8.744772672653198,45,0.13921499252319336,-10.519058644400566,26.873048697291754,-1.3852129e-05,460000,25.45859122276306,100,-7.7570728115547505,1.1418354511260986,24.17680788040161,-78.2880000997534,14.662769317626953,62.28153510032488,1178.4945814609528
-0.0141831925,8.761208057403564,46,0.12928533554077148,-14.317619843448506,27.97548661555953,-1.3860445e-05,470000,25.400390625,100,-9.637769282157716,1.1514840126037598,24.118857622146606,-105.03435957958746,14.588202238082886,47.22055639428292,1203.966521024704
